user_id,n_samples,label_col,accuracy,precision_w,recall_w,f1_weighted,f1_macro
1,20965,label_multiclass,0.996661101836394,0.9964534842851217,0.996661101836394,0.9965348981680339,0.913609537404407
2,20965,label_multiclass,0.9960410207488671,0.9959721463587886,0.9960410207488671,0.9959987730374593,0.9151070518202986
3,20965,label_multiclass,0.9968995945623659,0.9968218352047646,0.9968995945623659,0.9967864735252825,0.911796804630606
4,20965,label_multiclass,0.9965657047460053,0.9963683816522113,0.9965657047460053,0.9963983230058027,0.9089902305629178
5,20964,label_multiclass,0.9961362335432169,0.9965222320847091,0.9961362335432169,0.9962921300651908,0.9033550133823881
