experiment,n_features,accuracy,precision_w,recall_w,f1_weighted,f1_macro,delta_accuracy,delta_f1_weighted,delta_f1_macro
BEFORE_anomaly_removal,47,0.9965942913836526,0.9964989154795841,0.9965942913836526,0.9965373922695913,0.9132754809179642,0.0,0.0,0.0
AFTER_anomaly_removal,45,0.9964607341830115,0.9963593236537941,0.9964607341830115,0.996401359222279,0.911037134010707,-0.0001335572006411212,-0.00013603304731224508,-0.002238346907257216
